427.5,47.5,0,228,0,932,594,180,41.84
525,0,0,189,0,1125,613,180,61.92
144,136,106,178,7,941,774,28,26.14
322,0,0,203,0,974,800,28,25.18
238,0,0,185,0,1118,789,28,17.54
531.3,0,0,141.8,28.2,852.1,893.7,28,56.4
218.9,0,124.1,158.5,11.3,1078.7,794.9,3,15.34
339,0,0,197,0,968,781,90,35.17
252,0,0,185,0,1111,784,7,13.71
147,115,89,202,9,860,829,28,19.99
298.1,0,107.5,163.6,12.8,953.2,784,28,35.87
251.4,0,118.3,188.5,5.8,1028.4,757.7,100,43.58
400,0,0,187,0,1025,745,28,43.7
213.8,98.1,24.5,181.7,6.7,1066,785.5,28,40.23
321.3,164.2,0,190.5,4.6,870,774,28,57.22
387,20,94,157,14.3,938,845,28,50.24
250,0,95.7,191.8,5.3,948.9,857.2,100,41.16
230,0,118.3,195.5,4.6,1029.4,758.6,28,24.48
254,0,0,198,0,968,863,3,9.31
362.6,189,0,164.9,11.6,944.7,755.8,56,77.3
296,0,0,192,0,1085,765,90,29.39
230,0,118.3,195.5,4.6,1029.4,758.6,3,10.03
397,0,0,185.7,0,1040.6,734.3,28,33.08
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8
150,236.8,0,173.8,11.9,1069.3,674.8,28,37.43
159.1,186.7,0,175.6,11.3,989.6,788.9,28,32.77
151.6,0,111.9,184.4,7.9,992,815.9,28,12.18
305.3,203.5,0,203.5,0,965.4,631,3,14.14
295.8,0,0,185.7,0,1091.4,769.3,7,14.84
155,183,0,193,9,877,868,28,23.79
295.7,0,95.6,171.5,8.9,955.1,859.2,56,48.72
359,19,141,154,10.9,942,801,3,25.12
485,0,0,146,0,1120,800,28,71.99
167,75.4,167,164,7.9,1007.3,770.1,56,53.46
374,189.2,0,170.1,10.1,926.1,756.7,91,64.9
133,200,0,192,0,927.4,839.2,28,27.87
288,121,0,177,7,908,829,28,42.13
355,19,97,145,12.3,967,871,28,55.45
350,0,0,203,0,974,775,28,27.34
152,178,139,168,18,944,695,28,36.35
376,0,0,214.6,0,1003.5,762.4,14,25.62
238.1,0,0,185.7,0,1118.8,789.3,7,10.34
200,200,0,190,0,1145,660,28,49.25
251.4,0,118.3,192.9,5.8,1043.6,754.3,100,40.15
350,0,0,203,0,974,775,7,18.13
540,0,0,162,2.5,1040,676,28,79.99
375,93.8,0,126.6,23.4,852.1,992.6,56,60.2
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85
525,0,0,189,0,1125,613,28,55.94
213.5,0,174.2,154.6,11.7,1052.3,775.5,28,45.94
213.8,98.1,24.5,181.7,6.7,1066,785.5,56,47.13
425,106.3,0,153.5,16.5,852.1,887.1,28,60.29
192,288,0,192,0,929.8,716.1,7,21.48
153,102,0,192,0,888,943.1,7,8.37
198.6,132.4,0,192,0,978.4,825.5,360,44.3
212.6,0,100.4,159.4,10.4,1003.8,903.8,56,44.4
116,173,0,192,0,909.8,891.9,90,31.02
382,0,0,185,0,1047,739,7,24
359,19,141,154,10.9,942,801,28,59.49
349,0,0,192,0,1047,806,3,14.99
520,0,0,175,5.2,870,805,28,51.02
366,187,0,191,7,824,757,28,65.91
342,38,0,228,0,932,670,270,55.06
202,11,141,206,1.7,942,801,28,21.97
190.7,0,125.4,162.1,7.8,1090,804,100,40.57
318.8,212.5,0,155.7,14.3,852.1,880.4,7,33.4
424,22,132,178,8.5,822,750,56,65.7
157,236,0,192,0,935.4,781.2,3,9.69
446,24,79,162,11.6,967,712,7,39.3
277,0,0,191,0,968,856,180,32.33
251.4,0,118.3,188.5,5.8,1028.4,757.7,56,36.97
178,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24
540,0,0,173,0,1125,613,28,67.31
122.6,183.9,0,203.5,0,958.2,800.1,7,10.35
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2
277.1,0,97.4,160.6,11.8,973.9,875.6,3,23.14
310,143,0,168,10,914,804,28,45.3
290.4,0,96.2,168.1,9.4,961.2,865,56,45.08
237.5,237.5,0,228,0,932,594,180,36.25
202,11,141,206,1.7,942,801,3,9.85
475,0,0,228,0,932,594,7,38.6
310,142.8,0,167.9,10,914.3,804,28,45.3
266,114,0,228,0,932,670,28,45.85
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23
500,0,0,200,0,1125,613,270,55.16
151,0,185,167,16,1074,678,28,13.46
139.6,209.4,0,192,0,1047,806.9,28,28.24
212.6,0,100.4,159.4,10.4,1003.8,903.8,28,37.4
168,42.1,163.8,121.8,5.7,1058.7,780.1,3,7.75
380,0,0,228,0,932,670,365,52.52
318.8,212.5,0,155.7,14.3,852.1,880.4,3,25.2
393,0,0,192,0,940.6,785.6,3,19.2
229.7,0,118.2,195.2,6.1,1028.1,757.6,100,40.86
425,106.3,0,153.5,16.5,852.1,887.1,7,49.2
362.6,189,0,164.9,11.6,944.7,755.8,28,71.3
212.5,0,100.4,159.3,8.7,1007.8,903.6,28,31.64
183.9,122.6,0,203.5,0,959.2,800,3,4.9
139.6,209.4,0,192,0,1047,806.9,90,39.36
145.9,230.5,0,202.5,3.4,827,871.8,28,32.72
382,0,0,185,0,1047,739,28,37.42
298,0,107,210,11,880,744,28,31.87
190.3,0,125.2,166.6,9.9,1079,798.9,56,31.72
281,0,0,186,0,1104,774,7,14.5
149.5,236,0,175.8,12.6,846.8,892.7,28,32.96
141.3,212,0,203.5,0,971.8,748.5,28,29.89
379.5,151.2,0,153.9,15.9,1134.3,605,7,47.1
297.2,0,117.5,174.8,9.5,1022.8,753.5,100,56.74
385,0,0,186,0,966,763,7,23.22
170.3,155.5,0,185.7,0,1026.6,724.3,7,10.73
255.5,170.3,0,185.7,0,1026.6,724.3,7,17.24
382,0,0,186,0,1047,739,7,24
181.4,0,167,169.6,7.6,1055.6,777.8,28,27.77
231.8,0,121.6,174,6.7,1056.4,778.5,28,33.73
160,188,146,203,11,829,710,28,32.84
316.1,210.7,0,185.7,0,977,689.3,28,38.7
315,137,0,145,5.9,1130,745,28,81.75
401.8,94.7,0,147.4,11.4,946.8,852.1,3,41.1
250,0,95.7,191.8,5.3,948.9,857.2,28,27.22
366,187,0,191.3,6.6,824.3,756.9,28,65.91
162,190,148,179,19,838,741,28,33.76
362.6,189,0,164.9,11.6,944.7,755.8,7,55.9
475,0,0,228,0,932,594,90,42.23
203.5,305.3,0,203.5,0,963.4,630,3,9.56
165,0,143.6,163.8,0,1005.6,900.9,3,14.4
153,145,113,178,8,1002,689,28,25.56
540,0,0,173,0,1125,613,14,59.76
238,0,0,186,0,1119,789,28,17.54
375,93.8,0,126.6,23.4,852.1,992.6,91,62.5
375,93.8,0,126.6,23.4,852.1,992.6,28,56.7
387,20,94,157,13.9,938,845,28,46.68
213.5,0,174.2,154.6,11.7,1052.3,775.5,14,33.7
146,230,0,202,3,827,872,28,33.06
388.6,97.1,0,157.9,12.1,852.1,925.7,3,28.1
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69
255.3,98.8,77,188.6,6.5,919,749.3,28,33.8
307,0,0,193,0,968,812,90,32.92
389.9,189,0,145.9,22,944.7,755.8,7,59.09
349,0,0,192,0,1047,806,7,18.13
166,260,0,183,13,859,827,28,37.91
251.4,0,118.3,188.5,6.4,1028.4,757.7,28,32.66
290.2,193.5,0,185.7,0,998.2,704.3,28,33.04
139.6,209.4,0,192,0,1047,806.9,3,8.06
375,0,0,186,0,1038,758,28,38.21
149,139,109,193,6,892,780,28,23.69
339.2,0,0,185.7,0,1069.2,754.3,28,31.9
152.7,144.7,0,178.1,8,999.7,822.2,28,19.01
469,117.2,0,137.8,32.2,852.1,840.5,7,54.9
314,145.3,113.2,178.9,8,869.1,690.2,28,46.23
355,19,97,145,13.1,967,871,28,44.03
186.2,124.1,0,185.7,0,1083.4,764.3,7,8
307,0,0,193,0,968,812,28,27.53
446,24,79,162,11.6,967,712,56,61.07
168,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24
230,0,118.3,195.5,4.6,1029.4,758.6,14,20.08
132,207,161,179,5,867,736,28,33.3
218.9,0,124.1,158.5,11.3,1078.7,794.9,56,37.27
251.4,0,118.3,192.9,5.8,1043.6,754.3,3,11.98
231.8,0,121.6,174,6.7,1056.4,778.5,100,45.84
155,0,143,193,9,877,868,28,9.74
313.3,0,113,178.5,8,1001.9,688.7,28,36.8
160,128,122,182,6.4,824,879,28,39.4
167,75.4,167,164,7.9,1007.3,770.1,3,15.52
250,0,95.7,187.4,5.5,956.9,861.2,28,29.22
190.7,0,125.4,162.1,7.8,1090,804,28,26.4
337.9,189,0,174.9,9.5,944.7,755.8,28,49.9
337.9,189,0,174.9,9.5,944.7,755.8,91,67.8
212.1,0,121.6,180.3,5.7,1057.6,779.3,100,39.61
331,0,0,192,0,1025,821,28,31.74
385,0,0,186,0,966,763,3,14.7
261.9,110.5,86.1,195.4,5,895.2,732.6,28,33.72
250,0,95.7,191.8,5.3,948.9,857.2,14,24.66
202,11,141,206,1.7,942,801,56,23.25
252,0,0,186,0,1111,784,7,11.47
528,0,0,185,6.9,920,720,28,56.83
252,97,76,194,8,835,821,28,33.4
178,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16
157,236,0,192,0,935.4,781.2,7,16.89
162,190.1,148.1,178.8,18.8,838.1,741.4,28,33.76
310,0,0,192,0,971,850.6,3,9.87
225,0,0,181,0,1113,833,7,11.17
275,180,120,162,10.4,830,765,28,76.24
251.4,0,118.3,188.5,5.8,1028.4,757.7,3,17.22
331,0,0,192,0,978,825,7,16.26
213.7,0,174.7,154.8,10.2,1053.5,776.4,56,46.64
186.2,124.1,0,185.7,0,1083.4,764.3,28,17.6
289,0,0,192,0,913.2,895.3,3,11.65
230,0,118.3,195.5,4.6,1029.4,758.6,100,35.34
236,157,0,192,0,972.6,749.1,7,20.42
233.8,0,94.6,197.9,4.6,947,852.2,14,22.14
304,76,0,228,0,932,670,90,49.19
350,0,0,203,0,974,775,56,29.98
190.3,0,125.2,161.9,9.9,1088.1,802.6,100,40.39
425,106.3,0,151.4,18.6,936,803.7,28,61.8
323.7,282.8,0,183.8,10.3,942.7,659.9,3,28.3
135,105,193,196,6,965,643,28,21.91
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2
304,140,0,214,6,895,722,28,33.42
300,0,120,212,10,878,728,28,23.84
374,189.2,0,170.1,10.1,926.1,756.7,3,34.4
190.7,0,125.4,162.1,7.8,1090,804,3,15.04
135,0,166,180,10,961,805,28,13.29
213.5,0,174.2,159.2,11.7,1043.6,771.9,3,15.61
160.2,188,146.4,203.2,11.3,828.7,709.7,28,35.31
108.3,162.4,0,203.5,0,938.2,849,7,7.72
213.5,0,174.2,154.6,11.7,1052.3,775.5,56,51.43
277,0,0,191,0,968,856,3,11.36
155.6,243.5,0,180.3,10.7,1022,697.7,28,37.36
213.7,0,174.7,154.8,10.2,1053.5,776.4,3,17.57
236,157,0,192,0,972.6,749.1,3,13.57
102,153,0,192,0,887,942,3,4.57
239.6,359.4,0,185.7,0,941.6,664.3,28,39.44
297.2,0,117.5,174.8,9.5,1022.8,753.5,3,21.91
252.3,0,98.8,146.3,14.2,987.8,889,3,21.78
213.7,0,174.7,154.8,10.2,1053.5,776.4,14,33.73
238,0,0,186,0,1119,789,7,12.05
491,26,123,201,3.9,822,699,56,61.86
332.5,142.5,0,228,0,932,594,28,33.02
149,118,92,183,7,953,780,28,23.52
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68
165,0,143.6,163.8,0,1005.6,900.9,100,37.96
234,156,0,189,5.9,981,760,28,39.3
313.3,262.2,0,175.5,8.6,1046.9,611.8,28,59.8
385,0,0,186,0,966,763,28,31.35
304,76,0,228,0,932,670,28,47.81
284,119.7,0,168.3,7.2,970.4,794.2,28,40.93
236,0,0,193,0,968,885,180,24.1
273,105,82,210,9,904,680,28,37.17
359,19,141,154,10.9,942,801,56,68.75
166.8,250.2,0,203.5,0,975.6,692.6,3,6.9
349,0,0,192,0,1056,809,90,40.66
313,145,0,178,8,1002,689,28,41.05
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29
168,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82
356,0,142,193,11,801,778,28,40.87
334,17.6,158,189,15.3,967,633,28,44.33
298,0,107,164,13,953,784,28,35.86
237.5,237.5,0,228,0,932,594,365,39
387,20,94,157,11.6,938,845,7,41.67
122.6,183.9,0,203.5,0,958.2,800.1,90,33.19
362.6,189,0,164.9,11.6,944.7,755.8,7,55.9
312.7,0,0,178.1,8,999.7,822.2,28,25.1
202,11,141,206,1.7,942,801,7,15.07
250.2,166.8,0,203.5,0,977.6,694.1,7,19.35
349,0,0,192,0,1047,806,90,39.49
314,145,113,179,8,869,690,28,46.23
425,106.3,0,153.5,16.5,852.1,887.1,91,65.2
266,114,0,228,0,932,670,365,52.91
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82
313.3,145,0,178.5,8,1001.9,688.7,28,41.05
500,0,0,200,0,1125,613,7,33.21
203.5,305.3,0,203.5,0,963.4,630,28,41.68
236,0,0,193,0,968,885,365,25.08
165,0,143.6,163.8,0,1005.6,900.9,14,16.88
388.6,97.1,0,157.9,12.1,852.1,925.7,91,57.6
469,117.2,0,137.8,32.2,852.1,840.5,28,66.9
525,0,0,189,0,1125,613,90,58.78
173,116,0,192,0,946.8,856.8,7,11.39
154.8,0,142.8,193.3,9.1,1047.4,696.7,28,12.46
218.9,0,124.1,158.5,11.3,1078.7,794.9,100,46.23
251.8,0,99.9,146.1,12.4,1006,899.8,56,44.14
298.2,0,107,209.7,11.1,879.6,744.2,28,31.88
475,118.8,0,181.1,8.9,852.1,781.5,56,72.3
289,134,0,195,6,924,760,28,46.24
143,169.4,142.7,190.7,8.4,967.4,643.5,28,29.73
446,24,79,162,11.6,967,712,3,25.02
229.7,0,118.2,195.2,6.1,1028.1,757.6,3,13.36
255,0,0,192,0,889.8,945,90,21.86
233.8,0,94.6,197.9,4.6,947,852.2,56,27.66
165,0,143.6,163.8,0,1005.6,900.9,56,36.56
190.3,0,125.2,161.9,9.9,1088.1,802.6,56,38.56
238.1,0,0,185.7,0,1118.8,789.3,28,17.58
389.9,189,0,145.9,22,944.7,755.8,91,82.6
288,192,0,192,0,932,717.8,3,16.11
287,121,94,188,9,904,696,28,41.94
236,0,0,194,0,968,885,14,12.84
310,0,0,192,0,1012,830,120,38.7
424,22,132,168,8.9,822,750,28,72.1
230,0,118.3,195.5,4.6,1029.4,758.6,56,31.54
156,243,0,180,11,1022,698,28,37.36
255.5,170.3,0,185.7,0,1026.6,724.3,28,32.05
289,133.7,0,194.9,5.5,924.1,760.1,28,46.25
251.4,0,118.3,192.9,5.8,1043.6,754.3,56,39.27
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83
237.5,237.5,0,228,0,932,594,28,30.08
212.6,0,100.4,159.4,10.4,1003.8,903.8,100,47.74
200,133,0,192,0,965.4,806.2,7,17.17
525,0,0,189,0,1125,613,3,33.8
379.5,151.2,0,153.9,15.9,1134.3,605,91,56.5
190,190,0,228,0,932,670,365,53.69
401.8,94.7,0,147.4,11.4,946.8,852.1,56,73.7
305.3,203.5,0,203.5,0,965.4,631,28,43.38
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14,30.39
480,0,0,192,0,936.2,712.2,90,54.32
166.1,0,163.3,176.5,4.5,1058.6,780.1,28,21.54
236,0,0,194,0,968,885,3,6.47
355.9,0,141.6,193.3,11,801.4,778.4,28,40.87
379.5,151.2,0,153.9,15.9,1134.3,605,3,28.6
480,0,0,192,0,936.2,712.2,7,34.57
145.4,0,178.9,201.7,7.8,824,868.7,28,10.54
158.8,238.2,0,185.7,0,1040.6,734.3,7,9.62
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51
500,0,0,140,4,966,853,28,67.57
145,116,119,184,5.7,833,880,28,29.16
233.8,0,94.6,197.9,4.6,947,852.2,100,34.56
251.4,0,118.3,188.5,6.4,1028.4,757.7,3,13.12
427.5,47.5,0,228,0,932,594,7,35.08
190,190,0,228,0,932,670,270,50.66
290.4,0,96.2,168.1,9.4,961.2,865,100,48.97
331,0,0,192,0,978,825,180,39
145.7,172.6,0,181.9,3.4,985.8,816.8,28,23.74
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.87
401.8,94.7,0,147.4,11.4,946.8,852.1,7,54.1
339,0,0,197,0,968,781,7,20.97
313.3,262.2,0,175.5,8.6,1046.9,611.8,3,28.8
136,162,126,172,10,923,764,28,29.07
500,0,0,200,0,1125,613,180,51.04
135.7,203.5,0,185.7,0,1076.2,759.3,28,18.2
296,0,0,186,0,1090,769,7,18.91
166.8,250.2,0,203.5,0,975.6,692.6,28,33.95
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72
236,0,0,194,0,968,885,90,21.95
194.7,0,100.5,165.6,7.5,1006.4,905.9,14,24.99
194.7,0,100.5,170.2,7.5,998,901.8,14,24.28
332.5,142.5,0,228,0,932,594,270,40.27
296,0,0,186,0,1090,769,28,25.18
238.1,0,94.1,186.7,7,949.9,847,56,39.59
393,0,0,192,0,940,758,3,19.11
136,196,98,199,6,847,783,28,26.97
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01
540,0,0,173,0,1125,613,270,74.17
249.1,0,98.8,158.1,12.8,987.8,889,28,30.85
480,0,0,192,0,936.2,712.2,3,24.4
375,93.8,0,126.6,23.4,852.1,992.6,7,45.7
203.5,135.7,0,185.7,0,1076.2,759.3,7,11.96
238.1,0,94.1,186.7,7,949.9,847,3,19.93
300,0,0,184,0,1075,795,7,15.58
133,200,0,192,0,927.4,839.2,3,6.88
252.5,0,0,185.7,0,1111.6,784.3,28,19.77
255,0,0,192,0,889.8,945,28,18.75
237,92,71,247,6,853,695,28,28.63
153,102,0,192,0,888,943.1,90,26.32
192,288,0,192,0,929.8,716.1,3,12.79
170.3,155.5,0,185.7,0,1026.6,724.3,28,25.73
376,0,0,214.6,0,1003.5,762.4,3,16.28
284,15,141,179,5.5,842,801,3,13.4
425,106.3,0,153.5,16.5,852.1,887.1,7,49.2
318.8,212.5,0,155.7,14.3,852.1,880.4,28,55.5
157,236,0,192,0,935.4,781.2,90,43.38
424,22,132,178,8.5,822,750,28,62.05
155,184,143,194,9,880,699,28,28.99
295.7,0,95.6,171.5,8.9,955.1,859.2,3,22.95
362.6,189,0,164.9,11.6,944.7,755.8,56,77.3
425,106.3,0,153.5,16.5,852.1,887.1,28,60.29
158.4,0,194.9,219.7,11,897.7,712.9,28,8.54
491,26,123,210,3.9,882,699,28,55.55
359,19,141,154,10.9,942,801,3,23.64
264.5,111,86.5,195.5,5.9,832.6,790.4,28,41.54
288,192,0,192,0,932,717.8,7,23.52
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15
297,0,0,186,0,1040,734,7,30.96
190.3,0,125.2,161.9,9.9,1088.1,802.6,14,22.72
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77
425,106.3,0,153.5,16.5,852.1,887.1,91,65.2
289,0,0,192,0,913.2,895.3,90,32.07
251.4,0,118.3,188.5,6.4,1028.4,757.7,14,24.43
178,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73
302,0,0,203,0,974,817,28,21.75
336,0,0,182,3,986,817,28,44.86
439,177,0,186,11.1,884.9,707.9,56,71.7
145,0,134,181,11,979,812,28,13.2
148,175,0,171,2,1000,828,28,26.92
312.9,160.5,0,177.6,9.6,916.6,759.5,28,52.45
143,169,143,191,8,967,643,28,29.72
381.4,0,0,185.7,0,1104.6,784.3,28,22.49
322,149,0,186,8,951,709,28,52.42
212.1,0,121.6,180.3,5.7,1057.6,779.3,28,24.9
229.7,0,118.2,195.2,6.1,1028.1,757.6,28,24.54
238.1,0,94.1,186.7,7,949.9,847,14,25.69
272.6,0,89.6,198.7,10.6,931.3,762.2,28,32.25
379.5,151.2,0,153.9,15.9,1134.3,605,28,52.2
322,0,0,203,0,974,800,14,20.77
286.3,200.9,0,144.7,11.2,1004.6,803.7,56,72.99
250,180,95,159,9.5,860,800,28,67.87
425,106.3,0,153.5,16.5,852.1,887.1,56,64.3
250,0,95.7,187.4,5.5,956.9,861.2,3,13.82
381.4,0,0,185.7,0,1104.6,784.3,7,14.54
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95
439,177,0,186,11.1,884.9,707.9,3,39.3
181.4,0,167,169.6,7.6,1055.6,777.8,56,35.57
173,116,0,192,0,946.8,856.8,28,24.28
469,117.2,0,137.8,32.2,852.1,840.5,91,70.7
166.1,0,163.3,176.5,4.5,1058.6,780.1,100,33.54
190.3,0,125.2,166.6,9.9,1079,798.9,100,33.56
134.7,0,165.7,180.2,10,961,804.9,28,13.29
212,0,124.8,159,7.8,1085.4,799.5,56,45.08
307,0,0,193,0,968,812,365,36.15
393,0,0,192,0,940,758,90,48.79
159.8,250,0,168.4,12.2,1049.3,688.2,28,39.46
296,0,0,192,0,1085,765,28,21.65
290.4,0,96.2,168.1,9.4,961.2,865,28,34.74
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,49.77
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14
142,167,130,174,11,883,785,28,44.61
425,106.3,0,151.4,18.6,936,803.7,91,66.7
451,0,0,165,11.3,1030,745,28,78.8
326.5,0,137.9,199,10.8,801.1,792.5,28,38.63
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4
331,0,0,192,0,1025,821,120,39.38
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45
277.1,0,97.4,160.6,11.8,973.9,875.6,28,48.28
446,24,79,162,11.6,967,712,28,51.02
310,0,0,192,0,970,850,28,27.92
144.8,0,133.6,180.8,11.1,979.5,811.5,28,13.2
374,189.2,0,170.1,10.1,926.1,756.7,28,61.09
149,153,194,192,8,935,623,28,24.58
289,0,0,192,0,913.2,895.3,28,25.57
254,0,0,198,0,968,863,365,29.79
144,0,175,158,18,943,844,28,15.42
218.9,0,124.1,158.5,11.3,1078.7,794.9,28,30.22
246.8,0,125.1,143.3,12,1086.8,800.9,14,42.22
236.9,91.7,71.5,246.9,6,852.9,695.4,28,28.63
424,22,132,168,8.9,822,750,56,74.36
425,106.3,0,153.5,16.5,852.1,887.1,7,49.2
212.5,0,100.4,159.3,8.7,1007.8,903.6,14,26.31
313,145,0,127,8,1000,822,28,44.52
139.6,209.4,0,192,0,1047,806.9,180,44.21
149,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52
249.1,0,98.8,158.1,12.8,987.8,889,3,15.36
500.1,0,0,200,3,1124.4,613.2,28,44.13
302,0,0,203,0,974,817,180,26.74
284,15,141,179,5.5,842,801,28,43.73
500,0,0,151,9,1033,655,28,69.84
198.6,132.4,0,192,0,978.4,825.5,180,41.72
116,173,0,192,0,909.8,891.9,28,22.35
491,26,123,210,3.9,882,699,7,33.49
322.2,0,115.6,196,10.4,817.9,813.4,28,31.18
203.5,305.3,0,203.5,0,963.4,630,7,19.54
246.8,0,125.1,143.3,12,1086.8,800.9,28,52.5
350,0,0,203,0,974,775,90,31.35
349,0,0,192,0,1056,809,120,40.86
362.6,189,0,164.9,11.6,944.7,755.8,91,79.3
213.8,98.1,24.5,181.7,6.7,1066,785.5,3,13.18
382.5,0,0,185.7,0,1047.8,739.3,28,37.44
251.4,0,118.3,188.5,6.4,1028.4,757.7,56,36.64
297.8,137.2,106.9,201.3,6,878.4,655.3,28,53.52
153.1,145,113,178.5,8,1001.9,688.7,28,25.56
